GU	12	0	-1	0.16	0.04	0.05	0	0	5.37	0.25	0.7

end											


InfoPlant(CA,PA,LoD)	18	1	0								
Root(Q_R)	-1								
InfoAxis(ID,PA,CA)	0	1	18 1
//-GU--NbSub--IDSub--Q_B--Q_P--Q_I--Q_Ff--Q_Fm-S_B--S_I--H_I-									
GU	1	0	-1	0.85	0.13	-1	0	0	16.4	1.17	-1
GU	2	0	-1	1.46	0.33	3.04	0	0	32.96	1.06	3.33
GU	3	0	-1	1.98	0.47	1.42	0	0	46.48	1.12	1.5
GU	4	0	-1	3.06	0.7	2.25	0	0	71.57	1.05	2.58
GU	5	0	-1	4.58	1.1	2.26	0	0	111.03	1.01	2.5
GU	6	0	-1	6.27	1.89	2.31	0	0	155.24	1.02	2.75
GU	7	0	-1	6.93	1.96	2.02	0	0	187.99	1.06	2.18
GU	8	0	-1	7.87	2.93	3.6	0	0	226.93	0.96	4.38
GU	9	0	-1	9.3	3.75	2.59	0	0	284.87	0.98	3.28
GU	10	0	-1	8.91	4.26	2.9	0	0	289.19	0.92	3.82
GU	11	0	-1	-1	-1	3.3	0	0	-1	0.89	4.45
GU	12	0	-1	10.5	5.86	3.49	0	0	372.61	0.88	4.83
GU	13	0	-1	10.62	5.47	3.75	0	0	396.41	0.85	5.75
GU	14	0	-1	10.39	4.45	3.62	0	0	388.84	0.81	5.85
GU	15	0	-1	7.82	2.93	3.2	0	0	315.32	0.76	5.98
GU	16	0	-1	5.84	2.05	2.45	0	0	250.18	0.7	4.9
GU	17	0	-1	3.77	1.16	1.59	0	0	167.67	0.57	4
GU	18	0	-1	1.82	0.46	0.9	0	0	84.1	0.46	2.95

end											

InfoPlant(CA,PA,LoD)	22	1	0			
Root(Q_R)	-1											
InfoAxis(ID,PA,CA)	0	1	22	1
//-GU--NbSub--IDSub--Q_B--Q_P--Q_I--Q_Ff--Q_Fm-S_B--S_I--H_I-								
GU	1	0	-1	0.3	0.1	-1	0	0	9.65	1.42	-1
GU	2	0	-1	-1	-1	4.31	0	0	-1	1.24	3.55
GU	3	0	-1	1.17	0.35	2.33	0	0	33.52	1.28	1.9
GU	4	0	-1	1.96	0.48	2.73	0	0	51.28	1.22	2.3
GU	5	0	-1	-1	-1	2.29	0	0	-1	1.25	1.98
GU	6	0	-1	5.26	1.25	3.17	0	0	127.56	1.2	2.75
GU	7	0	-1	4.87	1.38	2.39	0	0	131.14	1.2	2.18
GU	8	0	-1	7.09	2.14	3.58	0	0	195.39	1.12	3.25
GU	9	0	-1	9.18	2.78	3.35	0	0	255.11	1.17	2.88
GU	10	0	-1	10.54	3.49	4.16	0	0	307.44	1.13	3.83
GU	11	0	-1	10.13	4.01	4.22	0	0	304.8	1.13	4.13
GU	12	0	-1	9.86	4.38	4.72	0	0	333.8	1.08	4.88
GU	13	0	-1	10.22	4.93	4.96	0	0	350.13	1.04	5.28
GU	14	0	-1	11.8	5.01	4.64	0	0	394.29	1	5.4
GU	15	0	-1	11.79	5.62	4.72	0	0	407.39	0.95	5.9
GU	16	0	-1	9.69	5.36	4.06	0	0	362.54	0.9	5.95
GU	17	0	-1	9.3	4.65	3.92	0	0	363.31	0.84	6.4
GU	18	0	-1	8.37	3.98	3.58	0	0	344.49	0.82	6.38
GU	19	0	-1	6.61	2.82	3.85	0	0	290.51	0.78	7.13
GU	20	0	-1	4.4	1.63	2.95	0	0	211.09	0.73	6.15
GU	21	0	-1	2.67	0.68	1.33	0	0	127.95	0.54	3.9
GU	22	0	-1	1.07	0.22	0.34	0	0	49.2	0.4	2.2

end											


InfoPlant(CA,PA,LoD) 27 1 0
Root(Q_R)  -1
InfoAxis(ID,PA,CA)  0  1  27   1
//-GU--NbSub--IDSub--Q_B--Q_P--Q_I--Q_Ff--Q_Fm-S_B--S_I--H_I- 
GU	1	0	-1	-1	-1	-1	0	0	-1	1.96	-1
GU	2	0	-1	-1	-1	8.27	0	0	-1	1.79	3.43
GU	3	0	-1	-1	-1	3.39	0	0	-1	1.89	1.35
GU	4	0	-1	1.93	0.59	5.36	0	0	68.28	1.79	2.18
GU	5	0	-1	3.75	0.88	4.76	0	0	92.8	1.8	2.05
GU	6	0	-1	7.15	1.83	6.16	0	0	159.09	1.69	2.75
GU	7	0	-1	7.7	2.15	5.94	0	0	190.09	1.73	2.58
GU	8	0	-1	9.89	2.78	7.42	0	0	253.65	1.7	3.38
GU	9	0	-1	12.95	3.75	8.23	0	0	335.74	1.69	3.63
GU	10	0	-1	13.49	4.32	8.28	0	0	357.3	1.67	3.73
GU	11	0	-1	12.97	4.44	8.99	0	0	384.43	1.58	4.35
GU	12	0	-1	13.96	5.01	9.45	0	0	421.42	1.53	4.88
GU	13	0	-1	16.82	5.2	9.84	0	0	503.9	1.49	5.05
GU	14	0	-1	18.6	5.86	9.01	0	0	559.07	1.45	5
GU	15	0	-1	17.92	5.81	10.16	0	0	576.39	1.36	6.23
GU	16	0	-1	18.05	5.88	9.76	0	0	582.78	1.31	6.33
GU	17	0	-1	18.4	5.77	9.1	0	0	608.91	1.28	6.5
GU	18	0	-1	17.04	5	8.83	0	0	570.76	1.2	6.73
GU	19	0	-1	18.94	5.52	8.54	0	0	617.35	1.14	7.38
GU	20	0	-1	14.92	4.39	6.98	0	0	510.61	1.1	7.05
GU	21	0	-1	14.88	4.45	6.36	0	0	508.45	1.04	6.98
GU	22	0	-1	13.2	4.24	5.07	0	0	460.83	0.95	6.83
GU	23	0	-1	9.89	3.25	4.79	0	0	362.44	0.9	6.88
GU	24	0	-1	8.69	2.72	4.29	0	0	318.48	0.82	7.18
GU	25	0	-1	6.98	2.05	3.03	0	0	274.82	0.76	5.93
GU	26	0	-1	3.41	1.05	1.87	0	0	137.13	0.63	4.97
GU	27	0	-1	2.21	0.52	1.28	0	0	96.84	0.53	5.35

end


  



